#Run, E[Ts], E[Tq], E[s], E[Ns], E[Nq], ρ, λ
1,14.186725909618403,-4.619091415814367,3.1383058566498003,2.9460009666359555,-4.619091415814367,0.6543827394460296,0.20765897539745995
2,20.665749983451764,-5.721371099462387,3.424646882024785,4.529965172669554,-5.721371099462387,0.7522448250292881,0.21920158602020026
3,18.858514602763936,-5.859122661481494,3.463515517121452,4.163217595674311,-5.859122661481494,0.7643327133562391,0.22076063164933166
4,18.16649405890965,-5.707648278897748,3.3848392809148624,4.084501054622442,-5.707648278897748,0.7611735024642258,0.2248370566922473
5,17.42886845645471,-5.497588985238375,3.325582924728739,3.890929938125681,-5.497588985238375,0.7424568627657556,0.22324627372379366
6,17.21859777469945,-5.478308706259512,3.3222651071204647,3.8356281568322563,-5.478308706259512,0.7401748945719101,0.22276077338122308
7,16.968606250892364,-5.465215351652695,3.3188003074349908,3.7782136631118273,-5.465215351652695,0.7389586235584972,0.2226590450180983
