#Run, E[Ts], E[Tq], E[s], E[Ns], E[Nq], ρ, λ
1,13.67449079849091,-5.291009560252548,3.3446078203910585,2.885701781295765,-5.291009560252548,0.7051948253212798,0.21102809777854584
2,14.526935501626758,-5.339104664997266,3.2774923542774492,3.2363198331118603,-5.339104664997266,0.7294059036496848,0.22278062931782483
3,15.029779460477677,-5.407059081877002,3.31808289190799,3.302586659176299,-5.407059081877002,0.7296997020748499,0.21973620224174176
4,15.945608915851235,-5.513614397269517,3.3245001189010215,3.5751764034487543,-5.513614397269517,0.7454226742881264,0.22421071671303425
5,16.547841147096314,-5.547796923456798,3.357225760303414,3.657410731789661,-5.547796923456798,0.7421119691576555,0.22102041585233823
6,16.32219973457937,-5.454659398982751,3.3181833524930617,3.6270743340368754,-5.454659398982751,0.7373919955650164,0.2222172496978298
7,16.64154414314938,-5.491724262432334,3.339213240635781,3.6767582327354313,-5.491724262432334,0.7377984123952501,0.22093852596298869
