#Run, E[Ts], E[Tq], E[s], E[Ns], E[Nq], ρ, λ
1,0.307134751716778,0.09885371161518701,0.10066257225708268,0.7662042634648704,0.09885371161518701,0.2511281647266209,2.494684366331231
2,0.3072545398537328,0.09962670477296166,0.10060744984184809,0.7653587456300451,0.09962670477296166,0.25061075313192616,2.4909599252606354
3,0.3049047451687848,0.10236626928949956,0.09979679178790883,0.7589109219956397,0.10236626928949956,0.24840109831673815,2.48900987610256
4,0.3063948857069668,0.0985269223138051,0.1001574231486566,0.7679221855487822,0.0985269223138051,0.25102161913390114,2.506315285834163
5,0.30539909573056817,0.1012916251488073,0.0998396878042036,0.7619278985518616,0.1012916251488073,0.2490943746099842,2.4948597071946024
6,0.30510939671465387,0.10206105792650948,0.0997653992042578,0.7601963377265251,0.10206105792650948,0.24857006526569006,2.4915533441845454
7,0.30509341853481176,0.10143817736834795,0.09978315031871045,0.7612348676577703,0.10143817736834795,0.24896764088218215,2.495087803970153
