Center, E[Ts]_Diff, E[Tq]_Diff, E[s]_Diff, E[Ns]_Diff, E[Nq]_Diff, ρ_Diff, λ_Diff
LUGGAGE CHECK,7.166917566671241,7.145036497603385,0.002131648349133153,5.109084804751536,5.093632212082742,0.015452592668794063,5.354834077379023E-4
CHECK_IN_TARGET,0.026428144986271107,4.588422950741956,0.01178215401720184,0.0036718700848145103,0.3061259313052922,0.003209769864263301,6.253246079618996E-4
CHECK-IN OTHERS,1.0578090305755872,13.23561906290113,0.00551164001297666,0.3146454626714581,2.9717402784050178,0.029109376984530866,0.005677068844279709
SCAN_BOARDING_PASS,0.0025105398366401244,0.08856450393128631,5.9293089497314266E-5,0.0914457277948304,0.37357621173454986,0.02484292639632263,0.24520509529507262
SECURITY_CHECKS,7.346922017442868,15.240824610680663,5.753546130374265E-4,34.06733678374039,66.29481516903836,0.05429985925809888,0.24582586146737473
PASSPORT_CHECK,0.012824649772592345,4.775479860978515,1.4566261902049238E-4,1.0616953121477692,15.770669434381338,0.04465045165208881,0.20079546212704047
STAMP_CHECK,0.002224303566754432,0.0024434552658018985,2.2707367407882872E-4,0.039856608227673174,0.01941626162666099,0.020440346601012183,0.21146528040000367
BOARDING,0.00422646382450198,12.948227055436746,0.0019642108899901034,0.004224953910065721,0.8658799721733351,0.0022003823877268097,0.001925866347964697
