Center, E[Ts], E[Tq], E[s], E[Ns], E[Nq], ρ, λ
LUGGAGE CHECK 1,20.999999999999968,19.59999999999997,1.4,13.999999999999979,13.066666666666645,0.9333333333333332,0.6666666666666666
CHECK-IN TARGET,10.121611270714448,0.12161127071444719,3.3333333333333335,0.6437344768174389,0.007734476817438842,0.21200000000000002,0.0636
CHECK-IN OTHERS 1,15.15652428594081,5.15652428594081,3.3333333333333335,3.1401127473251265,1.068323273640916,0.6905964912280702,0.20717894736842105
SCAN BOARDING PASS,0.32352941176470584,0.02352941176470587,0.09999999999999999,1.2941176470588234,0.09411764705882349,0.39999999999999997,4.0
SECURITY CHECKS,3.378449227829079,1.578449227829079,0.225,13.513796911316316,6.313796911316316,0.9,4.0
PASSPORT CHECKS,5.026772079745668,0.026772079745668385,0.20833333333333334,16.08567065518614,0.08567065518613884,0.6666666666666667,3.2
STAMP CHECK,0.1470588235294118,0.04705882352941178,0.1,0.47058823529411775,0.1505882352941177,0.32000000000000006,3.2
BOARDING,2.008122776305244,0.008122776305243664,1.0,0.12771660857301353,5.166085730134971E-4,0.06360000000000002,0.06360000000000002
