Center, E[Ts], E[Tq], E[s], E[Ns], E[Nq], ρ, λ
LUGGAGE CHECK,Infinity,Infinity,1.4,Infinity,Infinity,1.0208333333333333,0.7291666666666666
CHECK_IN_TARGET,10.157638255955595,0.15763825595559444,3.3333333333333335,0.706590711179911,0.010965711179911039,0.231875,0.0695625
CHECK-IN OTHERS,17.848351389096187,7.8483513890961865,3.3333333333333335,4.044471651778517,1.7784519149364113,0.7553399122807019,0.22660197368421053
SCAN_BOARDING_PASS,0.3309846431797651,0.03098464317976512,0.09999999999999999,1.4480578139114724,0.1355578139114724,0.43749999999999994,4.375
SECURITY_CHECKS,15.478808001220987,13.678808001220986,0.225,67.71978500534182,59.84478500534181,0.984375,4.375
PASSPORT_CHECK,5.0766282900483235,0.07662829004832364,0.20833333333333334,17.76819901516913,0.26819901516913275,0.7291666666666667,3.5
STAMP_CHECK,0.15384615384615385,0.053846153846153856,0.1,0.5384615384615385,0.18846153846153849,0.35000000000000003,3.5
BOARDING,2.009724941233307,0.009724941233307197,1.0,0.1398014912245419,6.764912245419319E-4,0.0695625,0.0695625
