Center, ResponseTimeDiff, ServiceTimeDiff, QueueTimeDiff, LambdaDiff, SystemPopulationDiff, UtilizationDiff, QueuePopulationDiff
LUGGAGE CHECK,21.486414284475632,2.5789486817218155E-4,19.566935770202292,0.0630354834077379,15.550563166476113,0.04366999402898064,13.043669994028958
CHECK_IN_TARGET,0.04242998885946747,6.605343208884115,5.083171855008092,0.002753534681038783,0.02960719969456438,0.00920212138040527,0.3286591590413453
CHECK-IN OTHERS,0.7310892684650625,6.652926816238928,10.363489789773194,0.0037238298494850497,0.21351138175806872,0.00830078963799541,2.165015116239113
SCAN_BOARDING_PASS,0.0021900632059141945,0.19985878168791227,0.07137943721544619,0.037074723569255674,9.648356746647657E-4,0.0031867731003499267,0.28455732775777365
SECURITY_CHECKS,1.6890154095956005,1.5796762381984593,3.1308393660159632,0.037614606434827724,6.610514402307,0.005421607996285105,12.470424047346036
PASSPORT_CHECK,0.017504013762051684,4.794896849861439,4.713414894749433,0.0354089787062426,0.14316652131998175,0.007810326486774044,14.898222819503562
STAMP_CHECK,0.0020770859779009054,2.1399745302869144E-4,0.16828054496163009,0.04478588621842894,0.002339686689929954,0.002254144076354825,0.5316659087822371
BOARDING,0.004164781119448069,0.9964096534230165,13.141306243764172,0.0016896536999550515,0.005791725582930202,0.0028979916590315957,0.8664874081089233
