#Run, E[Ts], E[Tq], E[s], E[Ns], E[Nq], ρ, λ
1,3.0034096062372297,2.043192807189448,0.9613477936108872,2.1724085683089664,2.043192807189448,0.6945383664464533,0.7233141173276832
2,3.2192616681202493,2.2298092405191787,0.9924276096284124,2.2203713749385696,2.2298092405191787,0.6824396627540019,0.6897144761255337
3,4.173071156627898,3.1731334587057054,1.0001278521150951,3.139626979252718,3.1731334587057054,0.7523071752520134,0.7523540484724761
4,3.34287804365624,2.3246745283940466,1.0190769365653076,2.3191080614280994,2.3246745283940466,0.7063745519822673,0.6937459372258755
5,3.44133568280948,2.430303113891063,1.0119136136313005,2.411182257592116,2.430303113891063,0.708383028194934,0.7006530254042654
6,3.5897027225892253,2.5678712883775257,1.0238825988575757,2.6799533735769305,2.5678712883775257,0.7628655660286413,0.7465669390149111
7,3.9001737296611547,2.8919115993646405,1.008355354032248,2.8234522668635798,2.8919115993646405,0.7299110744037974,0.7239298714800789
8,3.9411746711505433,2.922643891211127,1.0209894641051012,2.8717822536634574,2.922643891211127,0.742164167462836,0.7286615015276907
9,2.5895705447087383,1.645663723508254,0.9456757857427932,1.8433653732222457,1.645663723508254,0.6719126278697103,0.7118421148976956
10,6.1549066061622035,5.172237196756001,0.9835718807462119,4.578007587166975,5.172237196756001,0.7309075993832855,0.7437980590287983
11,4.502873598746483,3.496923328709312,1.0096239486447585,3.2586039737266317,3.496923328709312,0.7279781400541578,0.7236720956665911
12,4.146684151081531,3.1130888878082374,1.035602627907628,3.0204624572284784,3.1130888878082374,0.7528752070185666,0.7284042736750729
13,3.832133845341436,2.8455598459816858,0.9928481113854625,2.8803799453545844,2.8455598459816858,0.7415471580718928,0.7516386591914427
14,3.4735933758219586,2.45993993177785,1.0140444170876832,2.630501316692186,2.45993993177785,0.767624886029343,0.7572853331083201
15,4.180290059289606,3.1590534115550204,1.025688367877817,3.061486724976122,3.1590534115550204,0.7479151914711502,0.7323622718889482
16,3.0344901057162836,2.068797068069535,0.9675160111748862,2.2297886658298713,2.068797068069535,0.7096056717928199,0.734814940285836
17,3.875093905907195,2.8677077828183237,1.0081267770836342,2.9087841116194797,2.8677077828183237,0.7561800617631365,0.7506357735448237
18,3.538573677059435,2.553195314720549,0.9887425978576407,2.6286562343842164,2.553195314720549,0.7319957733766658,0.742857567563391
19,3.4849358059642697,2.477740935419133,1.0091223048167188,2.501607895316052,2.477740935419133,0.7229994411849435,0.7178347133495808
20,2.7360277887662425,1.8087262395760229,0.931012405738315,2.0028504088044925,1.8087262395760229,0.6788111928198532,0.7320285331267188
21,3.357876016102975,2.4116434835215785,0.9472675911295693,2.424284739443793,2.4116434835215785,0.6831512175260717,0.7219696998394023
22,3.8908620817631396,2.9287855888805843,0.966349323561364,3.004207193818648,2.9287855888805843,0.7428372068155934,0.7721186540894543
23,3.4035228337703125,2.399943438619641,1.0057440154240733,2.465593170722306,2.399943438619641,0.7270168657044465,0.7244238664298902
24,3.588937708099881,2.58146265158894,1.0161735598072168,2.5637830577754763,2.58146265158894,0.719696938507614,0.7143570789733321
25,4.130375328872164,3.097521094179378,1.0335277728444718,3.013341715672182,3.097521094179378,0.7535254072075516,0.7295563903377764
26,3.3402457238363135,2.3383877147124332,1.0049359218661922,2.434803325169964,2.3383877147124332,0.7302837616274098,0.7289294041438251
27,3.807160442025914,2.8269274751101805,0.9815513255345164,2.935137922323656,2.8269274751101805,0.755712557355505,0.7709519908653425
28,3.686723638812425,2.6677323956790127,1.0260477009972544,2.600982147643367,2.6677323956790127,0.7188979407332758,0.7054996258090017
29,3.63976034036916,2.612108391364179,1.0291655328072942,2.548281202705436,2.612108391364179,0.7194831251739593,0.7001233500024835
30,2.6736828766130243,1.7208481619172722,0.9544705664841608,1.9310027430814427,1.7208481619172722,0.6881618100167337,0.7222257957262321
31,3.5279919072430763,2.5310928409480815,0.9978522178347744,2.5414847438221604,2.5310928409480815,0.7181433049542304,0.7203771467288271
32,3.486979377419192,2.5037910768961265,0.9834194987557764,2.5842821826486464,2.5037910768961265,0.7286639042617055,0.7411234489609582
33,3.3709090720718997,2.3619461276881646,1.011809035334737,2.464652460627076,2.3619461276881646,0.7377069361376852,0.731153646666654
34,4.4271097510492305,3.3653541412545804,1.061850131757899,3.2908923004662443,3.3653541412545804,0.7892560965813262,0.743350060315604
35,4.876333228210932,3.8852175435665903,1.0014966958913731,3.6753782808191415,3.8852175435665903,0.7470213561384381,0.7537176211740546
36,4.73358950435643,3.6434972641061383,1.0908190346858675,3.511591866364373,3.6434972641061383,0.8086799755084286,0.7418454564200329
37,3.557116025345116,2.517137468738371,1.042995381308331,2.6859966881131796,2.517137468738371,0.7852931810070557,0.7551051663693148
38,3.979007777935658,2.9216132893492985,1.0588365392950585,2.789337548690763,2.9216132893492985,0.7412476464981492,0.70101334412015
39,4.3169750809116305,3.3048815082099163,1.01414043106635,3.2717234908443764,3.3048815082099163,0.7670394789588438,0.7578740737492223
40,4.273085507853769,3.2726821694770734,1.0030893430206864,3.1998601064614687,3.2726821694770734,0.7491426808471048,0.7488406446770718
41,4.4925879315125545,3.438996651389771,1.0549994177609425,3.2334208845772583,3.438996651389771,0.758294350804298,0.7197234497953694
42,4.358666087836162,3.341982390936958,1.0254314431338112,3.3224900557383816,3.341982390936958,0.7749897341771117,0.7622722155777286
43,2.938528836760943,1.9797028983952325,0.9590305224096337,2.1214568925857904,1.9797028983952325,0.6922198177160274,0.7219452353321848
